housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households
16125,51,2635,587,1302,416700,577
16126,43,2844,623,1380,500001,596
16127,2,437,105,194,500001,87
16128,46,2383,477,990,483300,464
16129,26,2388,507,1078,443300,494
16130,20,1941,436,955,396400,425
16131,17,2835,728,1674,375000,684
16132,36,4683,1055,2246,457800,975
16133,19,3371,794,1738,335300,753
16134,23,3028,815,1704,322900,718
16135,38,3304,792,1783,352200,777
16136,35,1647,236,546,500001,227
16137,10,3146,478,1143,500001,455
16138,16,2488,281,805,500001,295
16139,27,4140,984,2030,376800,892
16140,39,2632,542,1364,441700,544
16141,31,2051,552,1400,375000,510
16142,29,3088,727,1636,360700,662
16143,22,3193,688,2099,402900,681
16144,37,2241,443,1042,398400,377
16145,28,2275,412,1166,421300,424
16146,34,2169,522,1220,446900,505
16147,32,2951,647,1448,422400,591
16148,47,3021,569,1479,414600,514
16149,44,2042,378,1153,404700,408
16150,30,3143,635,1350,366700,623
16151,18,3047,641,1427,337200,620
16152,45,2666,515,1362,393800,494
16153,33,2556,595,1202,348500,568
16154,24,2159,437,1111,346400,417
16155,15,2910,611,1508,311400,515
16156,14,2695,643,1505,329100,644
16157,13,3440,722,1663,356300,665
16158,25,2342,458,1170,369200,458
16159,5,2433,454,1070,359500,420
16160,12,2050,439,1109,318500,437
16161,6,2723,579,1419,328400,519
16162,8,2176,441,1040,500001,448
16163,9,1922,427,1049,348500,443
16164,7,1769,414,1032,324700,380
16165,3,2299,441,1252,336700,415
16166,4,2739,569,1312,322900,531
16167,11,2646,607,1418,332800,563
16168,1,2564,499,1056,351100,460
16169,41,2496,494,1201,342200,454
16170,21,2131,625,1229,322200,572
16171,52,6927,1258,4715,500001,1165
16172,42,8,1,13,500001,1
16173,50,2975,968,1453,318900,828
16174,40,4219,1125,3549,212800,993
16175,49,479,125,355,180400,108
16176,48,126,24,37,225000,27
16177,51,54,9,23,225000,9
16178,43,1088,190,558,207100,166
16179,2,1649,328,1183,223700,356
16180,46,1942,724,1618,52500,638
16181,26,1200,364,1448,52500,318
16182,20,1026,330,1109,63300,333
16183,17,888,324,630,112500,258
16184,36,287,119,154,75000,85
16185,19,761,306,438,87500,282
16186,23,674,242,575,45000,193
16187,38,107,79,167,22500,53
16188,35,1212,366,1202,76800,343
16189,10,1112,227,583,77600,216
16190,16,1610,480,1025,110200,440
16191,27,1778,541,1237,103100,462
16192,39,1669,558,1340,92300,484
16193,31,2668,812,1398,110400,721
16194,29,1475,238,736,105100,260
16195,22,1354,314,679,97400,311
16196,37,2654,468,1157,107600,494
16197,28,1829,301,694,92600,319
16198,34,2348,507,1455,66000,479
16199,32,1624,448,1805,61300,440
16200,47,557,165,573,59000,144
16201,44,1318,308,1368,54600,310
16202,30,512,133,676,52000,124
16203,18,1406,357,1489,56800,386
16204,45,1766,444,1406,52700,421
16205,33,288,86,272,42500,54
16206,24,2827,655,2037,63800,574
16207,15,964,230,742,43000,209
16208,14,375,108,323,45000,98
16209,13,452,109,412,60800,97
16210,25,24,6,23,67500,5
16211,5,40,10,64,55000,14
16212,12,1938,332,788,118400,320
16213,6,1700,344,922,87200,357
16214,8,1832,365,975,88100,373
16215,9,1619,340,906,80300,339
16216,7,1839,442,2010,59400,416
16217,3,747,189,338,62100,145
16218,4,123,21,50,50000,20
16219,11,2493,454,1203,94600,436
16220,1,2830,659,1554,113700,654
16221,41,3656,681,1698,93900,671
16222,21,614,95,227,247400,107
16223,52,1343,183,462,189900,193
16224,42,3247,643,1737,94100,665
16225,50,3113,576,1746,84600,544
16226,40,3166,575,1351,91600,561
16227,49,2270,427,1097,87800,453
16228,48,2453,490,1093,88800,438
16229,51,1727,386,730,92600,342
16230,43,1511,292,721,87400,320
16231,2,1953,492,999,90800,371
16232,46,3386,663,1228,141500,619
16233,26,2980,537,1128,113600,510
16234,41,1824,277,720,183700,309
16235,21,2604,454,988,123100,442
16236,52,625,143,533,65400,159
16237,42,2995,555,1392,98800,503
16238,50,2501,565,1171,76700,550
16239,40,2373,461,990,98300,444
16240,49,2259,417,766,105400,385
16241,48,930,191,463,90600,185
16242,51,1271,528,2019,81300,524
16243,43,2375,494,1167,87500,471
16244,2,3375,659,1388,93800,631
16245,46,495,116,284,55700,97
16246,26,3274,820,2050,55700,738
16247,20,2608,516,1322,70000,528
16248,17,1005,200,492,72800,172
16249,36,941,184,414,69900,171
16250,19,965,198,498,75200,195
16251,23,1023,243,550,54400,224
16252,38,527,133,367,63600,152
16253,35,948,221,749,52700,208
16254,10,583,114,310,54200,93
16255,16,1633,433,885,54200,413
16256,27,1765,414,1056,48300,414
16257,39,1189,295,891,50500,292
16258,31,1288,344,846,63100,293
16259,29,940,208,690,62300,181
16260,22,2398,448,1143,69800,444
16261,37,855,189,716,75000,206
16262,28,1511,316,892,63500,304
16263,34,1703,362,1208,55300,373
16264,32,819,184,677,59300,183
16265,47,1841,428,1368,62000,390
16266,44,461,101,382,54000,79
16267,30,535,105,335,62800,102
16268,18,2205,478,1730,68300,472
16269,45,874,217,788,57700,222
16270,33,2001,428,1384,62200,401
16271,24,361,63,169,63800,62
16272,15,1509,308,967,65900,278
16273,14,2232,488,1857,113600,435
16274,13,1185,237,960,65000,245
16275,25,964,232,782,55900,218
16276,5,1673,382,1734,48300,400
16277,12,2109,531,2248,53000,588
16278,6,1610,412,1409,51700,365
16279,8,1451,320,1413,61200,283
16280,9,2680,634,2188,56700,611
16281,7,499,115,451,60300,124
16282,3,2806,685,2268,57700,635
16283,4,2488,578,1854,59100,514
16284,11,1438,351,1294,61800,342
16285,1,1491,346,1223,67800,343
16286,41,1061,230,851,61600,195
16287,21,1096,240,1175,73100,278
16288,52,820,179,576,65900,155
16289,42,1556,314,1140,81400,304
16290,50,3308,766,3201,73900,720
16291,40,450,123,236,80400,103
16292,49,886,196,517,67200,188
16293,48,1175,260,951,57700,267
16294,51,2351,564,1591,57200,549
16295,43,2204,473,1277,59200,435
16296,2,811,168,514,89200,152
16297,46,1514,337,1121,58400,337
16298,26,1737,381,1177,56400,347
16299,20,1484,314,1163,72100,336
16300,17,2109,427,1742,66000,426
16301,36,590,129,315,85700,99
16302,19,4535,762,1562,225800,743
16303,23,3564,730,1539,152400,699
16304,38,1649,369,732,123800,350
16305,35,2430,315,1016,242000,314
16306,10,2682,599,1520,94400,601
16307,16,926,230,451,173300,198
16308,27,2178,667,1192,87100,579
16309,39,1080,166,507,166900,182
16310,31,2033,452,1114,175000,446
16311,29,1612,234,630,155100,255
16312,22,3877,687,1642,129200,647
16313,37,4474,929,2177,98900,884
16314,28,1383,207,531,151900,203
16315,34,1903,395,919,96400,359
16316,32,391,74,171,102800,79
16317,47,1795,482,1114,101500,472
16318,44,2105,521,781,87500,483
16319,30,3731,772,1679,119600,750
16320,18,4472,1079,1837,175900,976
16321,45,4487,868,2195,194600,780
16322,33,3111,498,1178,234700,525
16323,24,3103,965,3061,110300,861
16324,15,1591,589,1916,94600,536
16325,14,2370,424,1129,176500,386
16326,13,1564,397,643,150000,347
16327,25,1801,380,684,134900,350
16328,5,2628,428,1158,191700,393
16329,12,2854,489,1109,136400,452
16330,6,4375,689,2038,133800,709
16331,8,1466,20,608,162100,254
16332,9,1964,315,915,119800,335
16333,7,4213,751,2071,130800,714
16334,3,1708,291,906,130600,288
16335,4,2477,359,1234,162100,377
16336,11,4303,613,2206,159100,621
16337,1,6217,1019,3771,146000,961
16338,41,2167,370,1290,148200,351
16339,21,667,92,267,244700,90
16340,52,3295,565,2279,146400,576
16341,42,1933,280,965,142700,260
16342,50,629,140,635,126700,146
16343,40,4045,623,1862,143100,625
16344,49,2903,440,1325,145600,423
16345,48,1421,204,657,153900,209
16346,51,1904,255,895,155700,242
16347,43,2707,433,1200,133500,380
16348,2,1665,311,1301,132300,259
16349,46,3158,515,1596,131300,528
16350,26,2356,438,1378,138800,481
16351,20,3583,644,2183,140700,643
16352,17,2229,543,1010,206100,474
16353,36,3461,859,1518,78700,741
16354,19,249,44,167,92800,45
16355,23,3050,568,1743,105300,549
16356,38,2474,513,1947,98400,524
16357,35,2851,533,1544,99100,499
16358,10,4893,1008,3036,110000,997
16359,16,4038,1074,3440,112300,942
16360,27,3135,707,1650,105300,680
16361,39,3706,1106,3785,100000,1019
16362,31,2289,449,1215,100000,435
16363,29,2918,580,1338,116200,544
16364,22,2097,351,977,108400,358
16365,37,908,158,306,131900,154
16366,28,4157,951,2734,92100,879
16367,34,2547,485,1547,95500,501
16368,32,3251,689,1890,104800,668
16369,47,2101,514,1304,101600,511
16370,44,2575,680,1367,90500,645
16371,30,2668,447,1713,117600,444
16372,18,1014,200,712,102800,197
16373,45,1409,248,782,107700,222
16374,33,2128,441,1860,97300,459
16375,24,4356,881,1629,91100,818
16376,15,3585,729,2769,94100,715
16377,14,2021,441,1615,111300,406
16378,13,826,150,684,107400,166
16379,25,2006,426,1849,99000,396
16380,5,2717,621,3343,106300,643
16381,12,2866,654,1404,95000,525
16382,6,1515,384,491,87500,348
16383,8,1392,322,1784,124500,309
16384,9,6403,1116,3327,137900,957
16385,7,1868,392,1258,95900,389
16386,3,69,16,50,120800,20
16387,4,378,75,164,82800,65
16388,11,342,58,138,155000,52
16389,1,122,26,62,112500,25
16390,41,1967,362,1035,106800,361
16391,7,3080,473,1257,201800,465
16392,3,2397,501,1053,112500,557
16393,4,1829,262,677,247900,243
16394,11,343,50,116,212500,49
16395,1,2465,327,859,220700,315
16396,41,1841,300,783,162100,285
16397,21,1526,299,790,125000,300
16398,52,446,73,182,135000,57
16399,42,429,102,179,87500,90
16400,50,1471,300,721,126800,304
16401,40,523,80,226,153100,72
16402,49,849,137,373,181300,131
16403,48,440,83,270,157700,97
16404,51,703,117,290,177100,107
16405,43,253,50,201,156300,51
16406,2,608,108,287,125000,83
16407,46,2450,559,1459,130900,478
16408,26,1374,248,769,130400,229
16409,20,2081,472,1342,59000,411
16410,17,1621,363,909,99700,345
16411,36,268,78,77,150000,49
16412,19,336,68,206,121400,73
16413,23,1055,211,629,76900,170
16414,38,411,74,193,146900,59
16415,35,50,10,20,137500,6
16416,10,465,93,256,158300,93
16417,16,371,71,171,55700,70
16418,27,968,249,664,83600,240
16419,39,1010,206,678,104000,234
16420,31,226,44,125,125000,38
16421,29,161,27,1542,162500,30
16422,22,488,108,308,103100,115
16423,37,98,24,59,162500,26
16424,28,1860,394,1848,162500,293
16425,34,1158,226,1094,156300,224
16426,32,3192,715,1768,123500,626
16427,47,1507,313,868,96300,283
16428,44,2051,334,878,185700,318
16429,30,2049,398,1071,240800,369
16430,18,3136,501,1327,186900,467
16431,45,1706,292,923,147200,284
16432,33,5428,994,2725,130100,902
16433,24,393,58,134,178100,57
16434,15,561,81,240,202800,69
16435,14,633,91,236,230000,83
16436,13,930,186,525,155000,201
16437,25,335,53,154,175000,55
16438,5,1185,207,533,204500,213
16439,12,2103,422,1167,152800,391
16440,6,836,132,303,127400,133
16441,8,3507,696,1867,120700,709
16442,9,2770,544,1409,101800,535
16443,7,1500,337,674,110800,282
16444,3,1008,212,453,113500,195
16445,4,1004,192,470,116700,192
16446,11,2864,504,1298,131800,499
16447,1,4183,633,1886,175300,628
16448,41,3278,623,1431,99500,575
16449,21,3557,894,2659,86900,894
16450,52,929,257,576,137500,229
16451,42,2803,500,1223,128800,509
16452,50,1892,333,804,143200,352
16453,40,1081,257,437,114100,225
16454,49,2402,509,1197,98200,486
16455,48,3366,676,1916,125400,697
16456,51,3268,640,1906,110700,628
16457,43,2356,482,1043,108000,443
16458,2,3168,514,1390,154800,490
16459,46,2256,360,937,153700,372
16460,26,1534,275,741,132500,263
16461,20,1792,252,767,229300,263
16462,17,5979,1190,2679,171700,1084
16463,36,3163,794,2106,103000,762
16464,19,2974,588,1559,136800,568
16465,23,2039,384,1178,120100,375
16466,38,2432,586,1441,133100,606
16467,35,1551,297,785,163300,281
16468,10,2614,634,1862,70700,654
16469,16,2232,504,1455,87800,471
16470,27,1419,411,1226,68800,397
16471,39,1818,459,1182,73800,428
16472,31,1305,270,789,91100,235
16473,29,2058,366,933,150900,316
16474,22,2770,642,1611,115100,633
16475,37,1174,242,464,133300,261
16476,28,3371,665,1823,116800,654
16477,34,2607,685,2016,82900,618
16478,32,2549,675,2053,83100,648
16479,47,2593,487,1365,113000,457
16480,44,4411,776,2038,151200,732
16481,30,1337,236,744,244200,225
16482,18,2643,467,1455,146700,444
16483,45,1953,366,999,122500,316
16484,33,2591,497,1371,113900,479
16485,24,651,102,301,200000,104
16486,15,4176,700,2164,174200,699
16487,14,3326,561,1544,166300,511
16488,13,762,140,358,105000,141
16489,25,2400,435,1085,165200,444
16490,5,2333,377,1073,161100,332
16491,12,1683,288,873,176900,258
16492,6,2474,480,1649,156500,453
16493,8,1083,188,471,187500,178
16494,9,2064,342,1021,152200,359
16495,7,683,159,505,158900,141
16496,3,2564,513,1198,113400,459
16497,4,4030,744,2248,141300,766
16498,11,2458,491,1227,110900,481
16499,1,2368,430,1231,141900,403
16500,41,2262,416,1156,157600,404
16501,21,2916,528,1466,200000,473
16502,52,1713,328,1258,169400,324
16503,42,677,144,523,97100,159
16504,50,409,104,244,90900,98
16505,40,1107,227,573,102200,210
16506,49,2376,475,1175,134600,441
16507,48,1126,220,667,125900,235
16508,51,3886,599,1605,182700,529
16509,43,1853,331,958,149000,340
16510,2,2606,411,1252,192100,397
16511,46,4956,941,3006,139000,915
16512,26,2430,417,1292,182400,391
16513,62,2123,387,1310,165600,368
16514,41,2879,542,1802,126100,530
16515,21,2608,576,1719,94400,554
16516,52,1038,222,521,91900,211
16517,42,2404,498,1531,124300,506
16518,50,699,186,460,94200,170
16519,40,300,72,160,120800,73
16520,49,370,84,167,101800,70
16521,48,811,185,446,96900,198
16522,51,1862,429,971,99200,389
16523,43,1883,298,999,172100,301
16524,2,3264,576,1512,135300,567
16525,46,1698,344,927,130800,313
16526,26,866,160,502,101500,149
16527,20,311,61,171,101800,54
16528,17,3667,640,2173,163900,652
16529,36,1283,256,3082,111800,239
16530,19,2506,406,1316,197600,398
16531,23,3415,580,1912,161400,562
16532,38,395,74,193,212500,72
16533,35,4019,857,1959,175000,782
16534,10,1326,286,509,112500,297
16535,16,58,29,79,106300,29
16536,27,273,49,149,158300,49
16537,39,5151,867,2553,195000,805
16538,31,1853,390,1013,173900,362
16539,29,335,89,247,74100,77
16540,22,1052,221,712,105000,212
16541,37,2152,451,1320,101900,457
16542,28,1922,373,1130,117900,372
16543,34,3107,477,1549,169400,443
16544,32,1985,424,1198,116800,389
16545,47,2451,665,1155,130800,533
16546,44,3883,800,2319,161000,787
16547,30,2906,537,1886,137100,557
16548,18,1811,352,1191,121500,327
16549,45,4452,949,2740,141500,937
16550,33,2085,342,1236,149300,345
16551,24,1289,235,867,138500,239
16552,15,1847,325,1030,155300,309
16553,14,1347,241,713,155700,225
16554,13,6169,959,3378,157900,945
16555,25,1034,206,604,120000,192
16556,5,284,53,130,179200,47
16557,12,110,26,69,475000,24
16558,6,1170,238,830,127500,216
16559,8,696,151,443,86300,144
16560,9,9205,1774,5935,119400,1673
16561,7,2610,474,1290,222800,452
16562,3,2706,477,1236,322400,474
16563,4,807,174,585,163500,166
16564,11,2364,373,1264,274200,390
16565,1,1544,272,825,327300,286
16566,41,2039,373,862,222900,330
16567,21,2239,321,766,240200,219
16568,52,1365,196,591,215100,156
16569,42,8297,1433,4189,170700,1271
16570,50,5501,1051,2964,162100,1009
16571,40,1999,368,1061,121400,390
16572,49,818,144,340,133500,138
16573,48,773,147,320,152500,134
16574,51,796,132,313,153200,152
16575,43,1329,266,683,128700,233
16576,2,1280,268,754,132000,294
16577,46,1717,325,855,127300,303
16578,26,1207,278,699,117600,279
16579,20,876,170,426,119800,179
16580,17,859,196,427,110400,176
16581,36,1912,451,1065,125000,388
16582,19,2125,508,1358,147600,464
16583,23,7264,1285,3670,194800,1146
16584,38,3846,677,2360,164800,635
16585,35,1875,363,970,141700,381
16586,10,918,159,417,151300,166
16587,16,2229,458,1199,170600,445
16588,27,1393,367,915,103100,355
16589,39,966,247,589,108300,228
16590,31,994,258,623,111500,264
16591,29,456,116,370,112500,106
16592,22,8363,1314,3907,208100,1068
16593,37,1718,391,1312,134700,388
16594,28,2682,393,883,196700,271
16595,34,1630,404,4402,63000,358
16596,32,1494,271,781,250000,255
16597,47,1594,292,887,294000,287
16598,44,5020,909,2105,248700,796
16599,30,8997,1698,1825,154300,756
16600,18,1914,425,1130,90600,421
16601,45,3487,889,2352,144900,796
16602,33,2564,546,1301,114000,481
16603,24,3044,652,1456,140000,608
16604,15,3451,713,1550,161700,653
16605,14,3476,644,1476,195200,567
16606,13,2690,410,1085,256700,381
16607,25,12779,2441,6085,168100,2157
16608,5,5782,1184,3026,113500,1130
16609,12,3466,673,2356,158200,619
16610,6,4267,785,2065,162700,691
16611,8,4760,871,2459,142100,734
16612,9,4461,764,1795,206900,640
16613,7,6044,1222,2239,264600,972
16614,3,5383,1070,1880,271200,796
16615,4,4109,798,1298,320800,626
16616,11,2059,354,636,278800,278
16617,1,3493,909,1481,184200,666
16618,41,1664,355,629,188300,279
16619,21,2787,641,1106,186200,501
16620,52,2168,444,782,278100,374
16621,42,3418,686,970,279400,453
16622,50,6346,1410,1769,283600,887
16623,40,1033,195,588,226900,187
16624,49,4323,886,1650,266800,705
16625,48,2863,711,930,221100,533
16626,51,3279,714,1397,200000,646
16627,43,2046,588,846,227300,410
16628,2,3276,670,1520,207800,613
16629,46,4155,787,2112,192700,755
16630,26,3522,683,1780,215800,662
16631,20,3252,701,1814,183200,660
16632,17,2419,538,1279,189600,522
16633,36,1576,287,595,266300,262
16634,19,4197,802,1656,183900,732
16635,23,3100,603,1515,196100,609
16636,38,2062,327,781,317700,316
16637,35,3924,699,1325,293900,638
16638,10,2200,393,996,330000,365
16639,16,3389,704,1309,204500,520
16640,27,1940,315,850,249600,298
16641,39,1932,487,1380,253600,472
16642,31,2272,629,1689,195000,649
16643,29,1540,715,1799,500001,635
16644,22,626,212,3574,300000,261
16645,37,3952,592,1469,328800,571
16646,28,1785,481,1344,222900,472
16647,34,896,240,548,165900,231
16648,32,2034,341,768,258900,316
16649,47,2365,538,1446,225900,490
16650,44,3298,716,1862,221500,687
16651,30,1630,253,704,251300,263
16652,18,2163,652,1153,233300,599
16653,45,2773,844,1358,209600,794
16654,33,2054,502,1170,206300,494
16655,24,2254,642,1237,227100,590
